File,Line,Error Type,Quality,Message,Notes,Context
src/lib.rs,395,codegen,Good,failed to write object file: {e},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to write object file: {e}"")))?;  let mut config = LinkConfig::test_config(&obj_path)?;"
src/lib.rs,413,link,Good,failed to create runtime cache dir: {e},Includes specific information,".map_err(|e| CompileError::link(format!(""failed to create runtime cache dir: {e}"")))?; let runtime_c = dir.join(""builtins.c"");"
src/lib.rs,418,link,Good,failed to write runtime source: {e},Includes specific information,".map_err(|e| CompileError::link(format!(""failed to write runtime source: {e}"")))?; let mut cmd = std::process::Command::new(""cc"");"
src/lib.rs,430,link,Good,failed to compile runtime: {e},Includes specific information,".map_err(|e| CompileError::link(format!(""failed to compile runtime: {e}"")))?; let _ = std::fs::remove_file(&runtime_c);"
src/lib.rs,505,link,Good,failed to invoke linker: {e},Includes specific information,".map_err(|e| CompileError::link(format!(""failed to invoke linker: {e}"")))?;  if !status.success() {"
src/lib.rs,523,codegen,Good,failed to read file: {e},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to read file: {e}"")))?; let tokens = lexer::lex(&source)?;"
src/lib.rs,544,codegen,Good,could not resolve path '{}': {e},Shows types and names,"CompileError::codegen(format!(""could not resolve path '{}': {e}"", system_file.display())))?; let system_dir = system_file.parent().ok_or_else(|| CompileError::codegen(""system file has no parent direct"
src/lib.rs,549,codegen,Good,failed to read system file: {e},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to read system file: {e}"")))?; let tokens = lexer::lex(&source)?;"
src/lib.rs,614,codegen,Good,failed to create output directory: {e},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to create output directory: {e}"")))?;  // Compile each member as a standalone program"
src/lib.rs,633,codegen,Good,could not read directory '{}': {e},Shows types and names,".map_err(|e| CompileError::codegen(format!(""could not read directory '{}': {e}"", dir_path.display())))? .filter_map(|e| e.ok()) .map(|e| e.path())"
src/lib.rs,640,codegen,Good,no .pluto files found in module directory '{}',Shows types and names,"CompileError::codegen(format!(""no .pluto files found in module directory '{}'"", dir_path.display())))? }"
src/modules.rs,50,codegen,Good,could not read '{}': {e},Shows types and names,"CompileError::codegen(format!(""could not read '{}': {e}"", path.display())) })?;"
src/modules.rs,98,codegen,Good,could not read directory '{}': {e},Shows types and names,"CompileError::codegen(format!(""could not read directory '{}': {e}"", dir.display())) })?;"
src/modules.rs,569,codegen,Good,could not resolve path '{}': {e},Shows types and names,"CompileError::codegen(format!(""could not resolve path '{}': {e}"", entry_file.display())) })?;"
src/modules.rs,612,codegen,Good,could not read directory '{}': {e},Shows types and names,"CompileError::codegen(format!(""could not read directory '{}': {e}"", entry_dir.display())) })?;"
src/monomorphize.rs,90,type_err,Good,generic function '{}' not found,Shows types and names,".ok_or_else(|| CompileError::type_err(format!(""generic function '{}' not found"", name), Span::dummy()))? .clone();"
src/monomorphize.rs,131,type_err,Good,generic class '{}' not found,Shows types and names,".ok_or_else(|| CompileError::type_err(format!(""generic class '{}' not found"", name), Span::dummy()))? .clone();"
src/parser/mod.rs,546,syntax,Good,expected test name (string literal) after 'test',Includes specific information,"CompileError::syntax(""expected test name (string literal) after 'test'"", test_span) })?;"
src/parser/mod.rs,911,syntax,Good,expected 'self' after 'mut',Includes specific information,"return Err(CompileError::syntax(""expected 'self' after 'mut'"", mut_span)); }"
src/parser/mod.rs,1504,syntax,Good,unexpected end of file,Includes specific information,"CompileError::syntax(""unexpected end of file"", self.eof_span()) })?;"
src/parser/mod.rs,2569,syntax,Good,unexpected end of file in expression,Includes specific information,"CompileError::syntax(""unexpected end of file in expression"", self.eof_span()) })?;"
src/rust_ffi/mod.rs,134,codegen,Good,failed to create glue crate directory: {},Includes specific information,"CompileError::codegen(format!(""failed to create glue crate directory: {}"", e)) })?;"
src/rust_ffi/mod.rs,463,codegen,Good,failed to create glue crate src dir: {},Includes specific information,"CompileError::codegen(format!(""failed to create glue crate src dir: {}"", e)) })?;"
src/rust_ffi/mod.rs,479,codegen,Good,failed to write glue Cargo.toml: {},Includes specific information,"CompileError::codegen(format!(""failed to write glue Cargo.toml: {}"", e)) })?;"
src/rust_ffi/mod.rs,635,codegen,Good,failed to write glue lib.rs: {},Includes specific information,"CompileError::codegen(format!(""failed to write glue lib.rs: {}"", e)) })?;"
src/rust_ffi/mod.rs,655,codegen,Good,failed to run cargo build for glue crate: {},Includes specific information,"CompileError::codegen(format!(""failed to run cargo build for glue crate: {}"", e)) })?;"
src/watch.rs,20,codegen,Good,failed to spawn process: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to spawn process: {}"", e)))?; print_separator();"
src/watch.rs,32,codegen,Good,failed to watch file {}: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to watch file {}: {}"", file.display(), e)))?; }"
src/watch.rs,45,codegen,Good,failed to kill process: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to kill process: {}"", e)))?;  // Clear terminal"
src/watch.rs,189,codegen,Good,failed to create file watcher: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to create file watcher: {}"", e))) }"
src/watch.rs,204,codegen,Good,failed to run tests: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to run tests: {}"", e)))?; print_test_separator(exit_code);"
src/watch.rs,216,codegen,Good,failed to watch file {}: {},Includes specific information,".map_err(|e| CompileError::codegen(format!(""failed to watch file {}: {}"", file.display(), e)))?; }"
src/ambient.rs,28,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""generic class '{}' cannot use ambient dependencies"", c.name.node),"
src/ambient.rs,54,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate ambient dependency '{}' in class '{}'"", type_name.node, c.name.node),"
src/ambient.rs,62,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ambient variable '{}' conflicts with existing field in class '{}'"", var_name, c.name.node),"
src/ambient.rs,114,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate ambient type '{}' in app"", type_name.node),"
src/ambient.rs,121,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ambient variable '{}' conflicts with existing app dependency"", var_name),"
src/ambient.rs,168,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate ambient type '{}' in stage"", type_name.node),"
src/ambient.rs,175,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ambient variable '{}' conflicts with existing stage dependency"", var_name),"
src/contracts.rs,89,syntax,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::syntax( format!( ""method call '.{}()' is not allowed in contract expressions (only '.len()' is permitted)"","
src/contracts.rs,105,syntax,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::syntax( ""old() is only allowed in ensures clauses"".to_string(), span,"
src/contracts.rs,111,syntax,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::syntax( format!(""function call '{}()' is not allowed in contract expressions"", name.node),"
src/contracts.rs,122,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::NullPropagate { .. } => Err(CompileError::syntax( ""null propagation is not allowed in contract expressions"", span,"
src/contracts.rs,128,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::StringLit(_) => Err(CompileError::syntax( ""string literals are not allowed in contract expressions"", span,"
src/contracts.rs,132,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::StringInterp { .. } => Err(CompileError::syntax( ""string interpolation is not allowed in contract expressions"", span,"
src/contracts.rs,136,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::StructLit { .. } => Err(CompileError::syntax( ""struct literals are not allowed in contract expressions"", span,"
src/contracts.rs,140,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::ArrayLit { .. } => Err(CompileError::syntax( ""array literals are not allowed in contract expressions"", span,"
src/contracts.rs,144,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::MapLit { .. } => Err(CompileError::syntax( ""map literals are not allowed in contract expressions"", span,"
src/contracts.rs,148,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::SetLit { .. } => Err(CompileError::syntax( ""set literals are not allowed in contract expressions"", span,"
src/contracts.rs,152,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Closure { .. } | Expr::ClosureCreate { .. } => Err(CompileError::syntax( ""closures are not allowed in contract expressions"", span,"
src/contracts.rs,156,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Spawn { .. } => Err(CompileError::syntax( ""spawn is not allowed in contract expressions"", span,"
src/contracts.rs,160,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Cast { .. } => Err(CompileError::syntax( ""type casts are not allowed in contract expressions"", span,"
src/contracts.rs,164,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Index { .. } => Err(CompileError::syntax( ""index expressions are not allowed in contract expressions"", span,"
src/contracts.rs,168,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Range { .. } => Err(CompileError::syntax( ""range expressions are not allowed in contract expressions"", span,"
src/contracts.rs,172,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Propagate { .. } => Err(CompileError::syntax( ""error propagation is not allowed in contract expressions"", span,"
src/contracts.rs,176,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::Catch { .. } => Err(CompileError::syntax( ""catch expressions are not allowed in contract expressions"", span,"
src/contracts.rs,180,syntax,Poor,<complex or variable message>,Generic or missing message,"Expr::EnumUnit { .. } | Expr::EnumData { .. } => Err(CompileError::syntax( ""enum expressions are not allowed in contract expressions"", span,"
src/git_cache.rs,38,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""failed to create git cache directory: {e}""),"
src/git_cache.rs,167,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""git is required for git dependencies but was not found in PATH: {e}""),"
src/git_cache.rs,175,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""git {operation} failed for '{url}': {stderr}""),"
src/lexer/mod.rs,24,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""unexpected character '{}'"", &source[span.start..span.end]),"
src/lexer/mod.rs,42,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""invalid number format: multiple decimal points"".to_string(), Span::new(tokens[i].span.start, tokens[i+1].span.end),"
src/lib.rs,95,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""extern rust declarations require file-based compilation (use compile_file instead)"", program.extern_rust_crates[0].span,"
src/lib.rs,332,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""test files should not contain an app declaration"".to_string() ));"
src/lib.rs,337,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""test files should not contain a stage declaration"".to_string() ));"
src/lib.rs,560,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""system files must not contain a top-level fn main()"", func.node.name.span,"
src/lib.rs,574,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""system member '{}' references module '{}' which is not imported"","
src/lib.rs,595,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""system member '{}' references module '{}' which does not contain an app declaration"","
src/lib.rs,602,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""system member '{}' references module '{}' which could not be resolved"","
src/lib.rs,683,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!( ""extern rust alias '{}' conflicts with import alias of the same name"","
src/manifest.rs,99,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""dependency '{}': specify either 'path' or 'git', not both"", dep_name),"
src/manifest.rs,105,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""dependency '{}': must specify 'path' or 'git'"", dep_name),"
src/manifest.rs,113,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""dependency '{}': 'rev'/'tag'/'branch' are only valid with git dependencies"", dep_name),"
src/manifest.rs,122,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""dependency '{}': specify at most one of 'rev', 'tag', 'branch'"", dep_name),"
src/manifest.rs,186,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""pluto.toml: could not read file: {e}""),"
src/manifest.rs,193,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""pluto.toml: invalid syntax: {e}""),"
src/manifest.rs,201,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( ""pluto.toml: missing [package] section"", manifest_path.to_path_buf(),"
src/manifest.rs,208,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( ""pluto.toml: missing 'name' in [package]"", manifest_path.to_path_buf(),"
src/manifest.rs,215,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( ""pluto.toml: package name must not be empty"", manifest_path.to_path_buf(),"
src/manifest.rs,235,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""pluto.toml: dependency name '{}' is not a valid identifier"", name),"
src/manifest.rs,242,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( ""pluto.toml: dependency name 'std' is reserved"", manifest_path.to_path_buf(),"
src/manifest.rs,249,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""pluto.toml: dependency name '{}' is a reserved keyword"", name),"
src/manifest.rs,260,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!( ""pluto.toml: dependency '{}': path '{}' does not exist or is not a directory"","
src/manifest.rs,285,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""pluto.toml: cannot resolve root directory: {e}""),"
src/manifest.rs,329,manifest,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::manifest( format!(""pluto.toml: circular package dependency: {}"", chain.join("" -> "")),"
src/manifest.rs,340,manifest,Poor,<complex or variable message>,Generic or missing message,".ok_or_else(|| CompileError::manifest( ""pluto.toml: missing [package] section or 'name' field"", manifest_path.to_path_buf(),"
src/manifest.rs,365,manifest,Poor,<complex or variable message>,Generic or missing message,"CompileError::manifest( format!(""pluto.toml: dependency '{}': cannot resolve path '{}': {e}"", dep_name, dep_path.display()),"
src/manifest.rs,405,manifest,Poor,<complex or variable message>,Generic or missing message,"None => return Err(CompileError::manifest( ""no pluto.toml found"", start_dir.to_path_buf(),"
src/marshal.rs,991,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""Map type must have exactly 2 type arguments"" ));"
src/marshal.rs,1117,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""Set type must have exactly 1 type argument"" ));"
src/marshal.rs,1234,codegen,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::codegen( ""Complex expression not supported in array length call"" )),"
src/marshal.rs,1552,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""Map type must have exactly 2 type arguments"" ));"
src/marshal.rs,1670,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""Set type must have exactly 1 type argument"" ));"
src/marshal.rs,1800,codegen,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::codegen( ""Decoding for this type not yet implemented"" ))"
src/modules.rs,176,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""cannot find module path: '{}' is not a directory"", next_dir.display()),"
src/modules.rs,206,syntax,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::syntax( format!(""cannot find module '{}': no directory or file found"", full_path.join(""."")),"
src/modules.rs,244,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""conflicting import binding '{}': imports '{}' and '{}'"", binding_name, prev_path, full_path),"
src/modules.rs,262,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""import '{}' is ambiguous: declared as dependency and also exists locally"", first_segment),"
src/modules.rs,295,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""cannot find module '{}': no directory or file found"", full_path),"
src/modules.rs,310,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!( ""cannot import '{}': no stdlib root found (tried --stdlib flag, PLUTO_STDLIB env var, and ./stdlib relative to entry file)"","
src/modules.rs,326,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""import '{}' is ambiguous: declared as dependency and also exists locally"", full_path),"
src/modules.rs,648,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""multiple app declarations in project"".to_string(), ));"
src/modules.rs,656,codegen,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::codegen( ""multiple system declarations in project"".to_string(), ));"
src/modules.rs,680,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""conflicting import binding '{}': imports '{}' and '{}'"", binding_name, prev_path, full_path),"
src/modules.rs,698,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""import '{}' is ambiguous: declared as dependency and also exists locally"", first_segment),"
src/modules.rs,730,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""cannot find module '{}': no directory or file found"", full_path),"
src/modules.rs,745,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!( ""cannot import '{}': no stdlib root found (tried --stdlib flag, PLUTO_STDLIB env var, and ./stdlib relative to entry file)"","
src/modules.rs,761,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""import '{}' is ambiguous: declared as dependency and also exists locally"", full_path),"
src/monomorphize.rs,1484,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown generic type '{}'"", name),"
src/parser/mod.rs,103,syntax,Poor,<complex or variable message>,Generic or missing message,"Some(tok) => Err(CompileError::syntax( format!(""expected {expected}, found {}"", tok.node),"
src/parser/mod.rs,107,syntax,Poor,<complex or variable message>,Generic or missing message,"None => Err(CompileError::syntax( format!(""expected {expected}, found end of file""),"
src/parser/mod.rs,122,syntax,Poor,<complex or variable message>,Generic or missing message,"Some(tok) => Err(CompileError::syntax( format!(""expected identifier, found {}"", tok.node),"
src/parser/mod.rs,126,syntax,Poor,<complex or variable message>,Generic or missing message,"None => Err(CompileError::syntax( ""expected identifier, found end of file"", self.eof_span(),"
src/parser/mod.rs,275,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected declaration after 'pub'"", self.eof_span(), ));"
src/parser/mod.rs,282,syntax,Poor,<complex or variable message>,Generic or missing message,"CompileError::syntax( if lifecycle != Lifecycle::Singleton { ""expected 'class' after lifecycle modifier"""
src/parser/mod.rs,295,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,301,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""app declarations cannot be pub"", tok.span,"
src/parser/mod.rs,308,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""duplicate app declaration"", app_decl.span,"
src/parser/mod.rs,323,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,334,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,345,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,356,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,367,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,380,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""extern rust declarations cannot be pub"", tok.span,"
src/parser/mod.rs,388,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected 'fn' or 'rust' after 'extern'"", tok.span,"
src/parser/mod.rs,397,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,403,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""tests declarations cannot be pub"", tok.span,"
src/parser/mod.rs,410,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""cannot mix bare 'test' blocks with 'tests' declarations"", tests_decl.span,"
src/parser/mod.rs,421,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,427,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""tests cannot be pub"", tok.span,"
src/parser/mod.rs,433,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""cannot mix bare 'test' blocks with 'tests' declarations"", tok.span,"
src/parser/mod.rs,444,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,450,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""system declarations cannot be pub"", tok.span,"
src/parser/mod.rs,457,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""duplicate system declaration"", system_decl.span,"
src/parser/mod.rs,466,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""lifecycle modifiers (scoped, transient) can only be used on classes"", tok.span,"
src/parser/mod.rs,472,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""stage declarations cannot be pub"", tok.span,"
src/parser/mod.rs,481,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""expected 'fn', 'class', 'trait', 'enum', 'error', 'app', 'stage', 'system', 'test', 'tests', 'extern fn', or 'extern rust', found {}"", tok.node),"
src/parser/mod.rs,493,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""a file cannot contain both 'system' and 'app' declarations"", app_span,"
src/parser/mod.rs,502,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""a file cannot contain both 'tests' and 'app' declarations"", tests_span,"
src/parser/mod.rs,511,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""a file cannot contain both 'tests' and 'system' declarations"", tests_span,"
src/parser/mod.rs,520,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""a file cannot contain both 'stage' and 'app' declarations"", app_span,"
src/parser/mod.rs,529,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""a file cannot contain both 'stage' and 'system' declarations"", system_span,"
src/parser/mod.rs,551,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected test name (string literal) after 'test'"", name_tok.span,"
src/parser/mod.rs,560,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""duplicate test name '{}'"", display_name),"
src/parser/mod.rs,603,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""expected 'scheduler' in tests bracket, found '{}'"", key_tok.node),"
src/parser/mod.rs,618,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""unknown scheduler strategy '{}' (expected Sequential, RoundRobin, Random, or Exhaustive)"", other),"
src/parser/mod.rs,638,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""only 'test' blocks are allowed inside a 'tests' declaration"", inner_tok.span,"
src/parser/mod.rs,730,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""expected 'rust' after 'extern', found '{}'"", rust_tok.node),"
src/parser/mod.rs,965,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""duplicate system member name: '{}'"", member_name.node),"
src/parser/mod.rs,1096,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected 'self' after 'mut'"", mut_span,"
src/parser/mod.rs,1249,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected 'self' after 'mut'"", mut_span,"
src/parser/mod.rs,1279,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""generator methods are not supported; generators must be top-level functions"".to_string(),"
src/parser/mod.rs,1600,syntax,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::syntax( ""invalid assignment target"", expr.span,"
src/parser/mod.rs,1658,syntax,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::syntax( ""invalid compound assignment target"", target_expr.span,"
src/parser/mod.rs,1710,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected `chan<T>()` after `let (tx, rx) =`"".to_string(), chan_ident.span,"
src/parser/mod.rs,1958,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""duplicate default arm in select"", self.eof_span(),"
src/parser/mod.rs,1992,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""select recv arm must be: binding = channel.recv() { ... }"","
src/parser/mod.rs,2012,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""select send arm must be: channel.send(value) { ... }"","
src/parser/mod.rs,2027,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""select must have at least one arm or a default"", Span::new(start, end),"
src/parser/mod.rs,2081,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""scope block requires at least one seed expression"", Span::new(start, start + 5),"
src/parser/mod.rs,2087,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""scope block requires at least one binding"", Span::new(start, start + 5),"
src/parser/mod.rs,2728,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""expected '(' or '.' after identifier in spawn expression"".to_string(), member.span,"
src/parser/mod.rs,2737,syntax,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::syntax( ""expected '(' or '.' after identifier in spawn expression"".to_string(), first.span,"
src/parser/mod.rs,2748,syntax,Poor,<complex or variable message>,Generic or missing message,"_ => Err(CompileError::syntax( format!(""unexpected token {} in expression"", tok.node),"
src/parser/mod.rs,2803,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""Map expects 2 type arguments, got {}"", type_args.len()),"
src/parser/mod.rs,2822,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( format!(""Set expects 1 type argument, got {}"", type_args.len()),"
src/parser/mod.rs,2884,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""unterminated interpolation expression"", span,"
src/parser/mod.rs,2910,syntax,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::syntax( ""unexpected tokens in interpolation expression"", span,"
